userID,gender,age,city,state,membershipType,CreditScore,signUpDate,#_times_logged_in,avg_mins_logged_in,most_common_activityType,most_common_accountType,avg_#_of_activities_per_login,last_logged_in,days_since_login,most_recent_activity,most_recent_device_used,most_common_transaction_type,avg_income_payment,avg_days_between_login
2797,Female,67,South Brenda,West Virginia,Free,673,2022-09-28,14,33,View Accounts,Student Loan,3,2023-11-27 02:57:15.000,0,Added Account,Mobile,Dining,2632.56,22
2798,Other,50,Nicholasfort,Wisconsin,Premium,688,2022-10-21,10,42,View Goals,Student Loan,3,2023-09-16 13:49:34.000,72,View Accounts,Mobile,Income,2834.49,35
2799,Female,61,Charlesview,North Dakota,Free,679,2022-05-08,6,31,View Budget,Car Loan,4,2023-07-28 01:21:16.000,122,Viewed Notifications,Desktop,Groceries,3362.71,78
28,Male,42,West Marvin,Arkansas,Premium,622,2022-02-19,9,33,View Accounts,Mortgage,3,2023-10-30 14:10:29.000,28,Checked Credit Score,Mobile,Entertainment,3818.07,74
280,Male,43,Kristenton,Vermont,Free,748,2022-12-21,26,36,Turned off notifications,Investments,3,2023-11-21 11:48:45.000,6,Added Account,Desktop,Dining,2655.11,12
2800,Male,32,Lake Josephland,Idaho,Free,656,2022-07-29,7,37,Set Goal,Student Loan,2,2023-11-01 09:01:55.000,26,View Goals,Mobile,Groceries,3172.18,65
2801,Male,26,Kathyside,Kansas,Premium,708,2022-01-14,8,30,Checked Credit Score,Credit Card,3,2023-11-23 09:21:43.000,4,Added Account,Mobile,Shopping,3287.59,91
2802,Other,35,West Marvin,Arkansas,Free,666,2022-05-09,24,33,Set Goal,Mortgage,3,2023-11-26 18:08:06.000,1,Set Goal,Mobile,Shopping,2488.64,24
2803,Female,64,East David,Texas,Premium,632,2022-09-04,16,30,Checked Credit Score,Credit Card,3,2023-10-09 16:40:00.000,49,View Budget,Mobile,Dining,2234.31,22
2804,Male,24,West Jasonville,Colorado,Premium,656,2022-09-10,24,32,View Budget,Investments,3,2023-11-22 08:41:00.000,5,Checked Credit Score,Mobile,Dining,2797.44,18
2805,Other,59,Garciachester,Wisconsin,Free,683,2022-03-06,10,31,Set Goal,Student Loan,3,2023-11-01 17:57:16.000,26,Reviewed Transaction History,Desktop,Entertainment,3708.82,56
2806,Other,28,Lake Nicoleview,Wyoming,Free,760,2023-04-22,20,35,Created Budget,Student Loan,3,2023-11-01 00:37:42.000,26,Added Account,Mobile,Dining,2540.38,9
2807,Male,29,East Bryanmouth,Montana,Free,650,2022-05-12,15,33,Turned off notifications,Car Loan,3,2023-09-16 19:56:40.000,72,Created Budget,Mobile,Dining,2504.06,34
2808,Other,45,Lake Leslie,Idaho,Free,741,2023-02-27,12,41,View Accounts,Mortgage,3,2023-11-22 12:10:54.000,5,Turned off notifications,Desktop,Entertainment,3049.6,24
2809,Male,41,Jerryborough,Indiana,Free,624,2023-07-17,13,34,View Goals,Investments,3,2023-11-16 05:21:21.000,11,View Goals,Desktop,Income,3155.75,8
281,Male,60,North Franklin,New Hampshire,Free,780,2022-06-15,24,34,Set Goal,Mortgage,3,2023-11-21 05:36:53.000,6,View Goals,Mobile,Shopping,2925.07,20
2810,Female,39,North Cindymouth,South Dakota,Free,762,2022-09-20,27,35,Checked Credit Score,Investments,3,2023-11-20 04:39:40.000,7,View Goals,Desktop,Bills,3348.52,15
2811,Other,58,Pierceburgh,Oregon,Premium,689,2022-09-14,23,34,Reviewed Transaction History,Student Loan,3,2023-10-25 20:35:15.000,33,Turned off notifications,Mobile,Dining,2615.61,18
2812,Other,49,Kylefurt,Arkansas,Free,813,2022-02-09,3,15,Turned off notifications,Credit Card,4,2023-01-18 21:27:23.000,313,Turned off notifications,Desktop,Dining,3587.84,138
2813,Male,59,Mcclainhaven,Wyoming,Free,712,2022-11-05,19,39,Added Account,Investments,2,2023-11-17 06:29:49.000,10,Added Account,Mobile,Income,3068.54,19
2814,Other,51,New Elizabeth,Texas,Premium,802,2022-02-11,14,38,Added Account,Student Loan,3,2023-10-03 07:26:08.000,55,Viewed Notifications,Desktop,Groceries,4414.58,46
2815,Other,45,East Matthew,Utah,Premium,715,2023-04-15,24,33,Created Budget,Investments,3,2023-11-24 23:58:53.000,3,Checked Credit Score,Mobile,Dining,3531.99,9
2816,Other,61,New Tamaramouth,Massachusetts,Free,754,2022-05-02,28,31,Checked Credit Score,Student Loan,3,2023-11-19 14:27:31.000,8,Turned off notifications,Mobile,Income,3496.76,20
2817,Male,22,Smithstad,New York,Premium,792,2023-07-06,17,37,Viewed Notifications,Student Loan,3,2023-11-26 10:30:48.000,1,Turned off notifications,Desktop,Dining,3276.24,8
2818,Other,59,Stevenmouth,Maine,Premium,769,2022-10-03,29,34,Checked Credit Score,Only Checking and Savings,3,2023-11-14 07:51:30.000,13,Reviewed Transaction History,Mobile,Dining,2698.91,14
2819,Male,21,Matthewville,Vermont,Premium,761,2022-07-17,18,34,Set Goal,Student Loan,3,2023-11-08 01:20:01.000,19,Created Budget,Mobile,Bills,3684.2,25
282,Male,40,Mendezmouth,Connecticut,Free,610,2022-05-17,18,33,Turned off notifications,Credit Card,3,2023-11-09 18:08:03.000,18,Checked Credit Score,Mobile,Entertainment,3344.51,28
2820,Other,43,Lake William,Vermont,Free,755,2022-01-26,21,34,View Budget,Investments,3,2023-09-02 00:00:37.000,86,Reviewed Transaction History,Mobile,Groceries,2915.76,28
2821,Other,46,West Ricardofort,Mississippi,Free,715,2023-04-25,11,37,Viewed Notifications,Credit Card,3,2023-09-12 23:21:03.000,76,View Budget,Mobile,Travel,2611.36,14
2822,Other,21,West Brianhaven,Montana,Free,681,2023-05-03,4,30,View Accounts,Only Checking and Savings,4,2023-09-05 07:01:07.000,83,Viewed Notifications,Desktop,Bills,2818.68,40
2823,Other,61,Matthewport,Connecticut,Premium,693,2022-01-03,7,31,Set Goal,Investments,2,2023-10-26 13:08:51.000,32,View Accounts,Mobile,Shopping,2002.01,89
2824,Male,56,South Paul,Kentucky,Free,757,2023-05-09,22,25,Set Goal,Only Checking and Savings,3,2023-11-26 01:37:48.000,1,View Goals,Desktop,Entertainment,2739.01,9
2825,Other,44,Tinaborough,Kansas,Free,730,2022-06-30,14,30,Created Budget,Investments,3,2023-09-24 23:52:28.000,64,Created Budget,Desktop,Entertainment,2126.07,32
2826,Male,34,Michaelborough,Colorado,Premium,635,2022-12-03,7,34,Created Budget,Investments,3,2023-09-29 11:50:06.000,59,Checked Credit Score,Mobile,Shopping,2464.83,43
2827,Male,32,Farleyland,Illinois,Premium,730,2023-06-05,10,34,Set Goal,Investments,3,2023-11-09 14:08:41.000,18,Set Goal,Mobile,Entertainment,3215.08,14
2828,Male,61,Anthonyshire,Illinois,Free,642,2022-03-15,21,30,Added Account,Car Loan,3,2023-11-18 12:48:01.000,9,Added Account,Mobile,Bills,3439.05,29
2829,Male,25,North Heather,West Virginia,Free,633,2023-10-16,14,32,Checked Credit Score,Car Loan,3,2023-11-25 06:24:26.000,2,Reviewed Transaction History,Mobile,Shopping,2388.94,2
283,Other,30,West Troychester,California,Free,671,2023-03-16,15,32,Reviewed Transaction History,Investments,3,2023-11-19 01:53:26.000,8,Added Account,Mobile,Bills,2605.42,17
2830,Male,35,West Jessicafurt,Maine,Premium,725,2022-10-11,27,30,Viewed Notifications,Credit Card,3,2023-11-25 06:48:44.000,2,Viewed Notifications,Mobile,Bills,3124.89,15
2831,Male,65,Mitchellton,North Carolina,Free,785,2023-09-05,15,37,Set Goal,Car Loan,3,2023-11-25 07:38:20.000,2,Set Goal,Mobile,Entertainment,2929.56,5
2832,Female,65,Alexandertown,Illinois,Free,785,2022-02-11,24,33,Turned off notifications,Mortgage,3,2023-11-09 06:32:58.000,18,View Budget,Mobile,Shopping,2698,25
2833,Male,63,Lauratown,Hawaii,Premium,727,2023-11-08,6,22,Turned off notifications,Investments,3,2023-11-23 16:30:29.000,4,Reviewed Transaction History,Desktop,Travel,3561.03,2
2834,Female,53,Jasonberg,Rhode Island,Free,613,2022-04-08,27,24,Checked Credit Score,Mortgage,3,2023-11-25 03:02:23.000,2,Turned off notifications,Desktop,Bills,3725.78,22
2835,Male,61,Lake Amyfort,Arizona,Premium,699,2023-09-23,11,34,View Goals,Mortgage,3,2023-11-25 01:33:03.000,2,Turned off notifications,Mobile,Bills,3126.55,4
2836,Male,47,New Robinmouth,California,Free,661,2022-04-17,3,20,View Goals,Only Checking and Savings,4,2023-07-01 20:57:08.000,149,View Goals,Desktop,Groceries,1985.53,141
2837,Female,43,Michellefurt,Alaska,Premium,723,2023-10-06,27,35,View Budget,Student Loan,3,2023-11-24 03:40:28.000,3,View Budget,Mobile,Bills,3233.8,1
2838,Other,22,Port Kimberlyport,North Carolina,Premium,728,2023-09-14,12,34,View Accounts,Only Checking and Savings,3,2023-11-17 06:37:19.000,10,View Budget,Mobile,Travel,4378.36,4
2839,Female,24,East Katiemouth,Colorado,Free,735,2023-06-05,9,22,View Goals,Car Loan,3,2023-11-15 19:27:50.000,12,View Budget,Mobile,Entertainment,2431.55,17
284,Other,69,New Anthonytown,Maryland,Premium,622,2021-12-28,4,33,Viewed Notifications,Credit Card,4,2023-05-13 01:40:11.000,198,Added Account,Mobile,Groceries,3080.2,152
2840,Other,43,Palmermouth,New Hampshire,Free,659,2023-09-01,7,32,Turned off notifications,Only Checking and Savings,3,2023-11-20 02:16:40.000,7,Reviewed Transaction History,Desktop,Income,2619.58,9
2841,Female,48,Kylefurt,Arkansas,Premium,782,2023-04-26,17,39,Turned off notifications,Credit Card,2,2023-11-23 09:15:48.000,4,Turned off notifications,Mobile,Travel,2935.44,13
2842,Other,21,Lake Nicoleview,Wyoming,Free,731,2022-07-10,17,30,Turned off notifications,Investments,3,2023-11-16 02:43:02.000,11,Added Account,Mobile,Groceries,2872.15,30
2843,Female,60,Gutierrezville,Oklahoma,Premium,693,2023-06-25,8,33,Added Account,Investments,3,2023-11-23 16:35:46.000,4,Checked Credit Score,Desktop,Bills,2891.87,20
2844,Other,38,Wisefort,Texas,Free,655,2022-03-06,23,32,View Budget,Credit Card,3,2023-11-15 13:48:27.000,12,Set Goal,Desktop,Travel,3004.68,27
2845,Female,57,New Amandafurt,Nevada,Free,664,2022-07-10,14,37,Checked Credit Score,Student Loan,3,2023-11-19 20:51:44.000,8,Viewed Notifications,Mobile,Dining,2624.31,37
2846,Other,53,South Ryan,Iowa,Premium,679,2023-01-11,8,25,Viewed Notifications,Mortgage,4,2023-09-25 11:58:19.000,63,Viewed Notifications,Desktop,Bills,3305.44,24
2847,Other,33,North Sharon,Mississippi,Premium,722,2023-06-28,10,38,Viewed Notifications,Investments,3,2023-10-15 13:49:05.000,43,View Budget,Mobile,Travel,3239.75,11
2848,Female,59,Patriciamouth,Ohio,Premium,722,2023-10-31,9,27,View Budget,Credit Card,3,2023-11-26 07:12:40.000,1,Created Budget,Mobile,Shopping,3181.87,2
2849,Female,47,New Anthonytown,Maryland,Premium,704,2022-11-21,26,31,View Accounts,Car Loan,3,2023-10-07 19:58:34.000,51,View Budget,Desktop,Entertainment,3998.05,12
285,Male,44,Gabriellaton,Wyoming,Premium,684,2022-04-12,12,28,Reviewed Transaction History,Mortgage,4,2023-10-23 07:14:33.000,35,View Budget,Mobile,Groceries,3120.08,45
2850,Male,34,New Brandon,Pennsylvania,Premium,672,2023-04-16,18,32,Checked Credit Score,Investments,3,2023-11-26 12:48:21.000,1,Set Goal,Mobile,Travel,2455.53,12
2851,Male,70,Timothystad,Louisiana,Free,686,2023-07-26,8,31,View Budget,Credit Card,3,2023-11-05 11:48:14.000,22,View Goals,Mobile,Groceries,3513.92,13
2852,Male,60,North Cindymouth,South Dakota,Free,735,2022-09-12,17,29,Checked Credit Score,Car Loan,3,2023-11-08 04:52:38.000,19,Turned off notifications,Mobile,Groceries,3101.51,25
2853,Female,20,Michaelborough,Colorado,Premium,782,2022-09-20,8,27,View Goals,Credit Card,3,2023-11-20 03:31:46.000,7,View Accounts,Desktop,Dining,3080.05,59
2854,Other,35,South Jessica,Indiana,Premium,671,2022-07-01,27,33,Set Goal,Mortgage,3,2023-11-01 04:22:30.000,26,Added Account,Mobile,Income,3235.87,17
2855,Female,36,Jessicaberg,Colorado,Free,731,2023-08-25,27,35,Viewed Notifications,Credit Card,3,2023-11-26 23:44:34.000,1,Viewed Notifications,Desktop,Bills,2771.33,3
2856,Other,51,New Steve,Mississippi,Premium,610,2022-07-24,6,30,View Goals,Credit Card,4,2023-11-22 09:29:23.000,5,View Goals,Mobile,Travel,3147.09,77
2857,Other,38,Conradview,Hawaii,Free,692,2022-09-15,24,33,Checked Credit Score,Mortgage,3,2023-11-26 08:39:35.000,1,Set Goal,Mobile,Dining,2480.43,18
2858,Other,25,Courtneystad,Montana,Free,771,2023-05-04,27,27,Created Budget,Investments,3,2023-10-28 14:56:57.000,30,Set Goal,Mobile,Dining,3124.38,6
2859,Female,22,Gardnermouth,Montana,Free,680,2023-03-17,16,34,Turned off notifications,Credit Card,3,2023-11-10 06:32:19.000,17,Reviewed Transaction History,Mobile,Dining,3100.79,13
286,Male,68,Michaelborough,Colorado,Free,627,2023-01-20,23,29,Viewed Notifications,Credit Card,3,2023-11-25 00:06:04.000,2,Created Budget,Desktop,Entertainment,1460.71,10
2860,Other,19,Alexandertown,Illinois,Premium,726,2023-03-28,30,32,Checked Credit Score,Investments,3,2023-11-25 14:13:04.000,2,Reviewed Transaction History,Mobile,Bills,3067.2,8
2861,Female,22,Port Justin,Arizona,Free,762,2022-01-12,11,30,Added Account,Credit Card,2,2023-10-09 20:11:32.000,49,Set Goal,Desktop,Entertainment,2898.08,58
2862,Male,36,Robertsland,Arkansas,Premium,785,2022-06-27,21,32,Viewed Notifications,Car Loan,3,2023-10-27 22:21:38.000,31,View Accounts,Mobile,Bills,3756.85,23
2863,Other,32,Matthewport,Connecticut,Free,730,2022-04-21,24,37,View Budget,Credit Card,3,2023-11-19 17:07:09.000,8,Viewed Notifications,Mobile,Groceries,2656.66,24
2864,Female,30,Garciachester,Wisconsin,Premium,772,2023-06-03,19,31,Created Budget,Only Checking and Savings,3,2023-11-20 21:39:03.000,7,Checked Credit Score,Mobile,Income,3706.92,8
2865,Other,53,Stacyshire,Hawaii,Premium,681,2022-08-26,17,42,Checked Credit Score,Investments,3,2023-11-13 10:05:01.000,14,Set Goal,Mobile,Entertainment,3688.95,24
2866,Other,61,West Charleshaven,Illinois,Free,666,2023-05-02,8,28,Reviewed Transaction History,Student Loan,3,2023-11-18 20:12:19.000,9,View Goals,Mobile,Entertainment,3657.02,25
2867,Male,18,Lake Riley,Vermont,Free,699,2022-09-05,12,32,Checked Credit Score,Mortgage,4,2023-11-07 10:57:58.000,20,Turned off notifications,Mobile,Groceries,2561.91,38
2868,Male,24,East Denise,New Jersey,Free,644,2023-01-07,29,40,View Goals,Car Loan,3,2023-11-06 09:50:57.000,21,Checked Credit Score,Mobile,Dining,2634.29,10
2869,Other,64,Anthonyshire,Illinois,Premium,595,2023-05-06,2,31,Created Budget,Car Loan,3,2023-10-24 09:50:09.000,34,View Accounts,Mobile,Groceries,2712.87,92
287,Female,32,New Dwayneborough,Massachusetts,Free,756,2023-08-09,4,28,Checked Credit Score,Car Loan,3,2023-11-18 21:17:59.000,9,Checked Credit Score,Mobile,Bills,3021.22,28
2870,Male,44,Lake Jill,Alaska,Premium,719,2022-12-30,7,33,Viewed Notifications,Credit Card,3,2023-11-20 08:00:11.000,7,Set Goal,Mobile,Entertainment,3176.14,53
2871,Other,60,North Jeffrey,Hawaii,Premium,733,2022-08-07,13,37,Turned off notifications,Mortgage,3,2023-11-21 16:33:12.000,6,Set Goal,Mobile,Bills,3213.78,38
2872,Other,59,Port Kimberlyport,North Carolina,Free,665,2023-09-18,11,30,Reviewed Transaction History,Student Loan,3,2023-11-22 06:34:55.000,5,Turned off notifications,Desktop,Bills,3370.73,5
2873,Female,32,South Ryan,Iowa,Premium,690,2023-03-16,9,40,Added Account,Investments,3,2023-11-13 18:20:15.000,14,Added Account,Desktop,Travel,2529.31,26
2874,Female,64,Stevenmouth,Maine,Free,673,2023-06-06,26,32,Viewed Notifications,Credit Card,3,2023-11-25 09:35:32.000,2,Reviewed Transaction History,Mobile,Dining,2817.54,6
2875,Female,21,Michellefurt,Alaska,Premium,791,2023-10-11,7,45,View Goals,Mortgage,3,2023-11-20 23:06:41.000,7,Created Budget,Mobile,Groceries,3314.17,6
2876,Female,50,New Laurahaven,New Hampshire,Free,658,2022-09-11,19,33,Created Budget,Credit Card,3,2023-10-14 21:52:49.000,44,Reviewed Transaction History,Mobile,Travel,2791.39,20
2877,Male,33,Robertsland,Arkansas,Premium,704,2023-05-06,4,32,Set Goal,Car Loan,2,2023-06-22 02:31:27.000,158,Turned off notifications,Mobile,Dining,2627.39,13
2878,Male,45,Port Martin,Kentucky,Free,665,2022-11-06,25,32,Reviewed Transaction History,Investments,3,2023-11-25 01:20:31.000,2,View Budget,Mobile,Dining,2955.07,15
2879,Female,59,Port Luisfort,Louisiana,Premium,631,2022-06-24,17,33,Viewed Notifications,Credit Card,3,2023-11-24 16:43:24.000,3,Checked Credit Score,Mobile,Travel,2845.97,31
288,Female,63,Meredithville,Wyoming,Premium,734,2022-02-13,30,34,View Accounts,Student Loan,3,2023-11-23 07:07:28.000,4,Turned off notifications,Mobile,Entertainment,2837.98,22
2880,Other,53,West Katherine,Wyoming,Premium,582,2022-01-20,10,39,Created Budget,Car Loan,3,2023-01-31 23:50:02.000,300,Reviewed Transaction History,Mobile,Entertainment,2458.39,41
2881,Other,35,East Jimmybury,Georgia,Free,713,2022-02-27,14,39,View Budget,Mortgage,3,2023-09-07 05:28:39.000,81,Turned off notifications,Mobile,Dining,2307.74,41
2882,Male,35,North Krista,North Carolina,Free,705,2023-11-23,21,33,Turned off notifications,Student Loan,3,2023-11-27 07:09:59.000,0,View Goals,Desktop,Groceries,2890.17,0
2883,Other,45,East Katiemouth,Colorado,Premium,698,2023-11-16,27,35,Turned off notifications,Credit Card,3,2023-11-27 06:01:33.000,0,Reviewed Transaction History,Mobile,Bills,2168.01,0
2884,Male,31,Port Christopherton,North Dakota,Premium,660,2022-09-25,28,35,View Budget,Investments,3,2023-11-16 17:58:32.000,11,Added Account,Mobile,Shopping,2600.35,14
2885,Other,20,Youngview,Massachusetts,Premium,726,2023-04-08,29,31,Viewed Notifications,Car Loan,3,2023-11-16 03:54:51.000,11,Viewed Notifications,Mobile,Bills,2644.8,6
2886,Other,58,Scottside,Kentucky,Free,689,2022-08-20,13,28,View Budget,Student Loan,3,2023-10-29 21:21:30.000,29,Checked Credit Score,Mobile,Dining,3176.16,36
2887,Female,42,Lake Vanessa,Utah,Premium,707,2023-10-31,23,35,Checked Credit Score,Investments,3,2023-11-27 02:34:33.000,0,View Goals,Mobile,Entertainment,3472.8,1
2888,Male,61,Kylefurt,Arkansas,Free,665,2022-09-17,17,32,Set Goal,Only Checking and Savings,3,2023-11-17 11:06:50.000,10,Added Account,Mobile,Groceries,3146.27,26
2889,Male,59,East Jacob,Montana,Free,701,2023-08-28,29,40,Reviewed Transaction History,Investments,3,2023-11-25 03:15:14.000,2,Created Budget,Mobile,Income,3482.54,3
289,Female,19,Lisaburgh,Delaware,Premium,643,2023-11-22,24,32,Added Account,Car Loan,3,2023-11-26 21:38:41.000,1,Added Account,Desktop,Dining,2638.2,0
2890,Other,32,Charlesview,North Dakota,Premium,738,2023-06-18,10,32,View Accounts,Only Checking and Savings,3,2023-11-26 15:09:43.000,1,View Budget,Mobile,Bills,3428.45,17
2891,Male,27,Port Erica,Maine,Premium,649,2022-02-25,6,53,Checked Credit Score,Mortgage,3,2023-09-10 00:59:53.000,78,View Accounts,Desktop,Entertainment,2989.31,51
2892,Female,27,West Carla,Iowa,Free,620,2022-06-28,1,17,Turned off notifications,Student Loan,3,2023-03-27 09:15:21.000,245,Turned off notifications,Mobile,Travel,2469.88,NULL
2893,Male,35,Gutierrezville,Oklahoma,Premium,640,2022-03-29,15,28,Added Account,Mortgage,4,2023-11-03 17:31:44.000,24,View Accounts,Desktop,Entertainment,2630.91,39
2894,Other,45,Kimberg,Mississippi,Premium,700,2022-10-02,4,41,View Goals,Car Loan,3,2023-10-24 06:37:32.000,34,View Goals,Mobile,Shopping,2639.28,56
2895,Female,59,Stacyshire,Hawaii,Free,761,2022-05-10,6,36,Created Budget,Student Loan,4,2023-11-01 11:48:42.000,26,Created Budget,Mobile,Entertainment,3328.22,107
2896,Female,39,Gordonside,Wyoming,Free,696,2023-06-13,18,36,Viewed Notifications,Mortgage,4,2023-11-19 11:48:24.000,8,Reviewed Transaction History,Mobile,Bills,3314.32,8
2897,Other,34,Johnsonville,North Carolina,Free,766,2022-06-10,13,33,View Budget,Mortgage,3,2023-11-21 16:01:05.000,6,Set Goal,Mobile,Bills,2577.45,38
2898,Female,62,North Ryanville,Alaska,Free,715,2023-03-10,21,38,Reviewed Transaction History,Credit Card,3,2023-11-01 06:55:46.000,26,Reviewed Transaction History,Desktop,Income,3071.41,11
2899,Male,47,Youngview,Massachusetts,Free,728,2023-05-27,20,33,Created Budget,Credit Card,3,2023-11-24 05:14:31.000,3,View Goals,Mobile,Dining,3100.38,9
29,Other,34,West Charleshaven,Illinois,Free,608,2022-08-20,16,29,Set Goal,Credit Card,3,2023-11-15 06:00:31.000,12,Reviewed Transaction History,Mobile,Shopping,3115.53,28
290,Other,47,Johnsonville,North Carolina,Free,753,2023-07-26,23,31,View Goals,Credit Card,3,2023-11-22 04:10:05.000,5,Reviewed Transaction History,Mobile,Bills,2898.74,4
2900,Female,54,Scottside,Kentucky,Premium,699,2022-05-22,27,26,View Budget,Student Loan,3,2023-11-16 18:28:40.000,11,Reviewed Transaction History,Desktop,Shopping,2813.29,18
2901,Female,59,Jessicaside,South Dakota,Premium,652,2023-04-21,21,31,Reviewed Transaction History,Only Checking and Savings,3,2023-11-24 12:00:53.000,3,Set Goal,Mobile,Travel,2923.88,10
2902,Female,39,Kathyside,Kansas,Premium,758,2022-08-13,3,40,Created Budget,Investments,3,2023-10-21 01:24:55.000,37,View Accounts,Mobile,Shopping,2826.5,212
2903,Female,53,East Teresa,Nevada,Premium,630,2022-04-10,8,41,Reviewed Transaction History,Credit Card,3,2023-04-05 02:41:16.000,236,View Goals,Mobile,Dining,2937.04,38
2904,Female,65,Port Anthony,Kansas,Premium,709,2022-09-20,13,31,Turned off notifications,Car Loan,3,2023-11-07 00:53:55.000,20,Set Goal,Mobile,Travel,3333.27,29
2905,Male,41,Elizabethfurt,Colorado,Premium,692,2023-07-04,30,34,Checked Credit Score,Mortgage,3,2023-11-20 00:07:07.000,7,Created Budget,Desktop,Dining,3019.6,4
2906,Female,37,Lake Jill,Alaska,Free,685,2022-09-15,10,32,View Budget,Mortgage,3,2023-10-01 12:15:32.000,57,View Accounts,Mobile,Entertainment,3032.44,41
2907,Male,20,West Miguel,Michigan,Free,703,2023-08-29,9,31,View Accounts,Mortgage,3,2023-11-24 18:57:28.000,3,View Budget,Desktop,Entertainment,3201.27,10
2908,Male,65,South Danielle,Wisconsin,Free,728,2022-03-18,22,34,Set Goal,Credit Card,3,2023-11-12 19:20:26.000,15,Created Budget,Mobile,Travel,3330.06,28
2909,Other,62,Kristenton,Vermont,Free,729,2023-01-18,10,33,View Accounts,Mortgage,3,2023-10-24 18:57:07.000,34,View Budget,Desktop,Travel,2957.48,27
291,Other,30,Conradview,Hawaii,Free,805,2023-06-08,28,33,Viewed Notifications,Student Loan,3,2023-11-25 01:50:02.000,2,Set Goal,Mobile,Dining,3621.68,6
2910,Female,18,Mitchellton,North Carolina,Premium,738,2023-06-19,22,34,Checked Credit Score,Credit Card,3,2023-11-14 05:35:57.000,13,Created Budget,Mobile,Groceries,2622.19,6
2911,Male,42,Johnchester,New Hampshire,Premium,714,2023-07-14,6,26,Viewed Notifications,Student Loan,4,2023-11-25 05:45:07.000,2,View Budget,Mobile,Travel,3109.71,17
2912,Other,32,South Danielle,Wisconsin,Free,777,2022-10-16,18,33,View Accounts,Mortgage,3,2023-11-09 19:31:09.000,18,Checked Credit Score,Mobile,Income,2364.72,19
2913,Male,68,Maldonadotown,Missouri,Free,750,2022-08-11,9,38,Created Budget,Car Loan,3,2023-11-18 14:12:43.000,9,Set Goal,Mobile,Travel,3089.7,29
2914,Other,40,Pamelaside,South Dakota,Free,746,2023-07-23,9,24,Added Account,Investments,2,2023-11-20 17:14:26.000,7,Set Goal,Mobile,Groceries,2442.35,14
2915,Male,57,Port Christopherton,North Dakota,Free,623,2022-10-17,27,32,View Goals,Car Loan,3,2023-11-26 07:36:50.000,1,Created Budget,Mobile,Income,2605.25,15
2916,Male,59,Jessicaberg,Colorado,Premium,790,2021-12-15,8,33,View Accounts,Student Loan,3,2023-11-05 02:13:31.000,22,View Accounts,Mobile,Groceries,2889.46,97
2917,Male,59,Melanieburgh,Idaho,Free,707,2023-02-06,29,31,Viewed Notifications,Mortgage,3,2023-10-11 06:43:12.000,47,Checked Credit Score,Mobile,Income,2587.45,8
2918,Male,24,Port Sandra,Wisconsin,Free,741,2022-08-16,9,33,Turned off notifications,Investments,4,2023-10-29 08:48:01.000,29,Turned off notifications,Mobile,Shopping,3686.57,49
2919,Male,49,Devinborough,Utah,Premium,717,2023-11-04,25,28,View Budget,Investments,3,2023-11-24 16:34:36.000,3,Reviewed Transaction History,Mobile,Dining,2655.35,0
292,Female,58,North Kiaraborough,Montana,Free,683,2023-09-26,26,30,Created Budget,Only Checking and Savings,3,2023-11-26 19:59:33.000,1,Viewed Notifications,Mobile,Travel,4184.78,2
2920,Female,20,Kristinfort,Nevada,Free,634,2023-07-12,4,36,Checked Credit Score,Student Loan,3,2023-10-28 00:51:21.000,30,Turned off notifications,Desktop,Bills,2133.22,18
2921,Male,36,South Zachary,Louisiana,Premium,661,2023-09-26,27,35,Checked Credit Score,Mortgage,3,2023-11-25 19:18:47.000,2,Turned off notifications,Mobile,Shopping,2628.15,2
2922,Female,69,Lake Amandashire,Minnesota,Free,728,2023-03-08,6,43,Reviewed Transaction History,Credit Card,4,2023-11-12 23:20:02.000,15,View Budget,Mobile,Shopping,2745.33,48
2923,Other,59,Wilsonbury,Idaho,Premium,716,2022-12-18,24,33,Viewed Notifications,Car Loan,3,2023-11-09 16:19:18.000,18,View Goals,Mobile,Entertainment,3314.38,14
2924,Male,55,Port Martin,Kentucky,Free,682,2021-11-30,17,38,View Accounts,Student Loan,3,2023-10-28 21:02:00.000,30,Viewed Notifications,Mobile,Travel,2544.99,42
2925,Female,52,Christophertown,Minnesota,Free,718,2022-09-04,13,30,Checked Credit Score,Car Loan,3,2023-11-08 09:33:00.000,19,View Goals,Mobile,Shopping,3286.31,35
2926,Female,44,Lake Nicoleview,Wyoming,Free,694,2023-09-17,12,38,View Goals,Credit Card,3,2023-11-19 11:53:49.000,8,View Accounts,Mobile,Groceries,3347.23,5
2927,Female,46,Lake Valerie,Maine,Premium,726,2023-06-18,20,32,Created Budget,Credit Card,3,2023-11-25 11:17:33.000,2,Added Account,Mobile,Groceries,2494.54,7
2928,Other,58,Robertsshire,Rhode Island,Free,704,2022-10-13,22,34,View Goals,Investments,3,2023-10-20 05:49:52.000,38,Checked Credit Score,Desktop,Shopping,3053.52,15
2929,Other,22,Port Sandra,Wisconsin,Free,667,2022-03-16,8,33,View Budget,Car Loan,3,2023-10-25 08:30:12.000,33,View Budget,Mobile,Entertainment,3039.8,83
293,Female,55,North Mary,North Dakota,Free,594,2023-03-10,17,34,Created Budget,Mortgage,3,2023-10-14 15:29:51.000,44,View Budget,Mobile,Entertainment,2467.03,13
2930,Other,58,West Anthonymouth,Massachusetts,Premium,741,2022-06-27,13,37,Reviewed Transaction History,Investments,3,2023-11-02 06:05:20.000,25,Created Budget,Mobile,Shopping,3084.34,36
